,Unnamed: 0,--fill-angle,--fill-density,--fill-pattern,--infill-every-layers,--layer-height,--perimeters,--solid-infill-speed,--solid-layers,--temperature,avoid_crossing_perimeters ,bed_shape ,bed_temperature ,before_layer_gcode ,bottom_solid_layers ,bridge_acceleration ,bridge_fan_speed ,bridge_flow_ratio ,bridge_speed ,brim_width ,complete_objects ,cooling ,default_acceleration ,disable_fan_first_layers ,dont_support_bridges ,duplicate_distance ,end_gcode ,external perimeters extrusion width ,external_fill_pattern ,external_perimeter_extrusion_width ,external_perimeter_speed ,external_perimeters_first ,extra_perimeters ,extruder_clearance_height ,extruder_clearance_radius ,extruder_offset ,extrusion_axis ,extrusion_multiplier ,extrusion_width ,fan_always_on ,fan_below_layer_time ,filament used ,filament_colour ,filament_diameter ,filenumber,fill_angle ,fill_density ,fill_pattern ,first_layer_acceleration ,first_layer_bed_temperature ,first_layer_extrusion_width ,first_layer_height ,first_layer_speed ,first_layer_temperature ,gap_fill_speed ,gcode_arcs ,gcode_comments ,gcode_flavor ,infill extrusion width ,infill_acceleration ,infill_every_layers ,infill_extruder ,infill_extrusion_width ,infill_first ,infill_only_where_needed ,infill_overlap ,infill_speed ,interface_shells ,layer_gcode ,layer_height ,max_fan_speed ,max_print_speed ,max_volumetric_speed ,min_fan_speed ,min_print_speed ,min_skirt_length ,notes ,nozzle_diameter ,only_retract_when_crossing_perimeters ,ooze_prevention ,output_filename_format ,overhangs ,perimeter_acceleration ,perimeter_extruder ,perimeter_extrusion_width ,perimeter_speed ,perimeters ,perimeters extrusion width ,post_process ,pressure_advance ,raft_layers ,resolution ,retract_before_travel ,retract_layer_change ,retract_length ,retract_length_toolchange ,retract_lift ,retract_restart_extra ,retract_restart_extra_toolchange ,retract_speed ,seam_position ,skirt_distance ,skirt_height ,skirts ,slowdown_below_layer_time ,small_perimeter_speed ,solid infill extrusion width ,solid_infill_below_area ,solid_infill_every_layers ,solid_infill_extruder ,solid_infill_extrusion_width ,solid_infill_speed ,spiral_vase ,standby_temperature_delta ,start_gcode ,support_material ,support_material_angle ,support_material_contact_distance ,support_material_enforce_layers ,support_material_extruder ,support_material_extrusion_width ,support_material_interface_extruder ,support_material_interface_layers ,support_material_interface_spacing ,support_material_interface_speed ,support_material_pattern ,support_material_spacing ,support_material_speed ,support_material_threshold ,temperature ,thin_walls ,threads ,toolchange_gcode ,top infill extrusion width ,top_infill_extrusion_width ,top_solid_infill_speed ,top_solid_layers ,travel_speed ,use_firmware_retraction ,use_relative_e_distances ,use_volumetric_e ,vibration_limit ,wipe ,xy_size_compensation ,z_offset ,tensile_strength_predicted,filament_used_mm,filament_used_cm3,infill extrusion width (mm)
0,0,30.0,10.0,rectilinear,1.0,0.02,0.0,40.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 3876.0mm (27.4cm3), #FFFFFF,3,0.0,30, 10%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,1,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 0_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,12.5,3876.0,27.4,9.82
137,137,30.0,90.0,rectilinear,10.0,0.02,0.0,120.0,10.0,200.0,0," 0x0,200x0,200x200,0x200",0,,10,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 6169.4mm (43.6cm3), #FFFFFF,3,137.0,30, 90%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 137_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,10,130,0,0,0,0,0,0,0,25.3,6169.4,43.6,9.82
138,138,30.0,90.0,honeycomb,10.0,0.02,0.0,40.0,10.0,200.0,0," 0x0,200x0,200x200,0x200",0,,10,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 6154.3mm (43.5cm3), #FFFFFF,3,138.0,30, 90%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 138_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,10,130,0,0,0,0,0,0,0,25.3,6154.3,43.5,9.82
139,139,30.0,90.0,honeycomb,10.0,0.02,0.0,120.0,10.0,200.0,0," 0x0,200x0,200x200,0x200",0,,10,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 6154.3mm (43.5cm3), #FFFFFF,3,139.0,30, 90%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 139_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,10,130,0,0,0,0,0,0,0,25.3,6154.3,43.5,9.82
140,140,60.0,90.0,rectilinear,10.0,0.02,0.0,40.0,10.0,200.0,0," 0x0,200x0,200x200,0x200",0,,10,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 6008.7mm (42.5cm3), #FFFFFF,3,140.0,60, 90%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 140_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,10,130,0,0,0,0,0,0,0,25.3,6008.7,42.5,9.82
141,141,60.0,90.0,rectilinear,10.0,0.02,0.0,120.0,10.0,200.0,0," 0x0,200x0,200x200,0x200",0,,10,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 6008.7mm (42.5cm3), #FFFFFF,3,141.0,60, 90%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 141_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,10,130,0,0,0,0,0,0,0,25.3,6008.7,42.5,9.82
142,142,60.0,90.0,honeycomb,10.0,0.02,0.0,40.0,10.0,200.0,0," 0x0,200x0,200x200,0x200",0,,10,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 6018.7mm (42.5cm3), #FFFFFF,3,142.0,60, 90%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 142_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,10,130,0,0,0,0,0,0,0,25.3,6018.7,42.5,9.82
143,143,60.0,90.0,honeycomb,10.0,0.02,0.0,120.0,10.0,200.0,0," 0x0,200x0,200x200,0x200",0,,10,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 6018.7mm (42.5cm3), #FFFFFF,3,143.0,60, 90%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 143_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,3, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,10,130,0,0,0,0,0,0,0,25.3,6018.7,42.5,9.82
144,144,30.0,10.0,rectilinear,10.0,0.02,1.0,40.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 1039.9mm (7.4cm3), #FFFFFF,3,144.0,30, 10%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 144_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,12.5,1039.9,7.4,9.82
145,145,30.0,10.0,rectilinear,10.0,0.02,1.0,120.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 1039.9mm (7.4cm3), #FFFFFF,3,145.0,30, 10%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 145_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,12.5,1039.9,7.4,9.82
146,146,30.0,10.0,honeycomb,10.0,0.02,1.0,40.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 2223.0mm (15.7cm3), #FFFFFF,3,146.0,30, 10%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 146_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,12.5,2223.0,15.7,9.82
147,147,30.0,10.0,honeycomb,10.0,0.02,1.0,120.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 2223.0mm (15.7cm3), #FFFFFF,3,147.0,30, 10%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 147_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,12.5,2223.0,15.7,9.82
148,148,60.0,10.0,rectilinear,10.0,0.02,1.0,40.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 1039.9mm (7.4cm3), #FFFFFF,3,148.0,60, 10%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 148_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,12.5,1039.9,7.4,9.82
149,149,60.0,10.0,rectilinear,10.0,0.02,1.0,120.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 1039.9mm (7.4cm3), #FFFFFF,3,149.0,60, 10%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 149_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,12.5,1039.9,7.4,9.82
150,150,60.0,10.0,honeycomb,10.0,0.02,1.0,40.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 2407.2mm (17.0cm3), #FFFFFF,3,150.0,60, 10%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 150_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,12.5,2407.2,17.0,9.82
151,151,60.0,10.0,honeycomb,10.0,0.02,1.0,120.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 2407.2mm (17.0cm3), #FFFFFF,3,151.0,60, 10%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 151_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,12.5,2407.2,17.0,9.82
152,152,30.0,90.0,rectilinear,10.0,0.02,1.0,40.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 3248.3mm (23.0cm3), #FFFFFF,3,152.0,30, 90%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 152_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,20.0,3248.3,23.0,9.82
153,153,30.0,90.0,rectilinear,10.0,0.02,1.0,120.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 3248.3mm (23.0cm3), #FFFFFF,3,153.0,30, 90%, rectilinear,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 153_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,20.0,3248.3,23.0,9.82
154,154,30.0,90.0,honeycomb,10.0,0.02,1.0,40.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 3356.6mm (23.7cm3), #FFFFFF,3,154.0,30, 90%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 154_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,40,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,20.0,3356.6,23.7,9.82
155,155,30.0,90.0,honeycomb,10.0,0.02,1.0,120.0,1.0,200.0,0," 0x0,200x0,200x200,0x200",0,,1,0,100,1,60,0,0,1,0,3,1,6, M104 S0 ; turn off temperature\nG28 X0  ; home X axis\nM84     ; disable motors\n, 0.50mm, rectilinear,0, 50%,0,1,20,20, 0x0, E,1,0,0,60, 3356.6mm (23.7cm3), #FFFFFF,3,155.0,30, 90%, honeycomb,0,0, 200%,0.35,30,200,20,0,0, reprap, 9.82mm,0,10,1,0,0,0, 15%,80,0,,0.02,100,80,0,35,10,0,,0.5,1,0, 155_[input_filename_base]_temperature[temperature]_layer_height[layer_height]_infill_every_layers[infill_every_layers]_perimeters[perimeters]_solid_layers[solid_layers]_fill_density[fill_density]_fill_angle[fill_angle]_fill_pattern[fill_pattern]_solid_infill_speed[solid_infill_speed]_.gcode,1,0,1,0,60,1, 0.85mm,,0,0,0,2,0,2,10,0,0,0,40, aligned,6,1,1,5,15, 0.85mm,70,0,1,0,120,0,-5, G28 ; home all axes\nG1 Z5 F5000 ; lift nozzle\n,0,0,0.2,0,1,0,1,3,0, 100%, pillars,2.5,60,0,200,1,2,, 0.85mm,0,15,1,130,0,0,0,0,0,0,0,20.0,3356.6,23.7,9.82
